student_id,rank,job_id,score,missing_skills,missing_count,missing_pct
S01389,8,J01115,0.6784,blockchain,1,20.0
S01389,9,J04501,0.677,data_science,1,20.0
S01389,10,J03415,0.6768,sound_engineering,1,20.0
S01390,1,J00756,0.8022,public_policy,1,16.67
S01390,2,J04909,0.7484,react;robotics,2,28.57
S01390,3,J00997,0.7484,react;robotics,2,28.57
S01390,4,J03548,0.7482,blockchain;public_policy,2,28.57
S01390,5,J04644,0.7472,data_science;game_development,2,28.57
S01390,6,J04449,0.7219,java,1,20.0
S01390,7,J03955,0.7198,tableau,1,20.0
S01390,8,J04028,0.7172,react,1,16.67
S01390,9,J02437,0.7115,,0,0.0
S01390,10,J03652,0.7115,,0,0.0
S01391,1,J04487,0.8959,public_policy,1,25.0
S01391,2,J04078,0.8201,iot;sql,2,40.0
S01391,3,J02050,0.8179,java;tableau,2,40.0
S01391,4,J00283,0.7604,branding;cloud_computing;java,3,50.0
S01391,5,J01308,0.7593,ai/ml;kubernetes,2,40.0
S01391,6,J02742,0.759,animation;customer_support;python,3,50.0
S01391,7,J00400,0.7586,sound_engineering;sql;tableau,3,50.0
S01391,8,J01725,0.758,customer_support,1,33.33
S01391,9,J01972,0.7574,figma;react;tableau,3,50.0
S01391,10,J01956,0.7559,iot,1,33.33
S01392,1,J04818,0.8211,branding;sql,2,40.0
S01392,2,J00047,0.8199,customer_support;cybersecurity,2,40.0
S01392,3,J02583,0.8174,blockchain;c++,2,40.0
S01392,4,J03058,0.8161,game_development;tableau,2,40.0
S01392,5,J02250,0.7616,customer_support,1,33.33
S01392,6,J03645,0.7614,branding,1,33.33
S01392,7,J02553,0.7614,branding,1,33.33
S01392,8,J02482,0.7595,iot,1,33.33
S01392,9,J01023,0.759,sound_engineering,1,33.33
S01392,10,J04775,0.7588,customer_support;public_policy;python,3,50.0
S01393,1,J00407,0.8103,branding,1,25.0
S01393,2,J00498,0.8083,sound_engineering,1,25.0
S01393,3,J04908,0.754,blockchain;figma;kubernetes;react,4,50.0
S01393,4,J04409,0.7539,,0,0.0
S01393,5,J01479,0.7539,,0,0.0
S01393,6,J02211,0.7539,,0,0.0
S01393,7,J04997,0.743,branding;sound_engineering,2,40.0
S01393,8,J01321,0.7404,animation;public_policy,2,40.0
S01393,9,J03620,0.7376,ui/ux,1,25.0
S01393,10,J00583,0.7126,ai/ml;sql;ui/ux,3,42.86
S01394,1,J04368,0.8436,aws;sound_engineering,2,28.57
S01394,2,J04944,0.8045,robotics,1,20.0
S01394,3,J02284,0.7718,,0,0.0
S01394,4,J01045,0.7315,ai/ml,1,20.0
S01394,5,J00325,0.7315,ai/ml,1,20.0
S01394,6,J00776,0.7296,data_science;java,2,33.33
S01394,7,J00846,0.729,branding;java,2,33.33
S01394,8,J02844,0.7096,quantum_mechanics,1,20.0
S01394,9,J03458,0.676,it_support,1,25.0
S01394,10,J00785,0.676,it_support,1,25.0
S01395,1,J01897,0.8508,basket_weaving,1,14.29
S01395,2,J03650,0.8325,java,1,16.67
S01395,3,J01758,0.817,,0,0.0
S01395,4,J04037,0.7708,python;sql,2,28.57
S01395,5,J01210,0.7191,ai/ml;aws,2,28.57
S01395,6,J00085,0.7092,,0,0.0
S01395,7,J03243,0.709,,0,0.0
S01395,8,J01688,0.7078,,0,0.0
S01395,9,J00699,0.7078,,0,0.0
S01395,10,J04849,0.7071,basket_weaving;react,2,28.57
S01396,1,J04971,1.0,,0,0.0
S01396,2,J03299,1.0,,0,0.0
S01396,3,J01382,0.777,figma;sql,2,40.0
S01396,4,J01133,0.7762,branding;sound_engineering,2,40.0
S01396,5,J04727,0.7551,origami,1,25.0
S01396,6,J02574,0.708,branding;figma;react,3,50.0
S01396,7,J02525,0.708,kubernetes;python;tableau,3,50.0
S01396,8,J04915,0.708,kubernetes;python;tableau,3,50.0
S01396,9,J02616,0.7079,branding;it_support;react,3,50.0
S01396,10,J02981,0.7075,aws;figma;public_policy,3,50.0
S01397,1,J03961,0.7544,,0,0.0
S01397,2,J04229,0.7544,,0,0.0
S01397,3,J04483,0.6941,cybersecurity;figma;kubernetes,3,50.0
S01397,4,J03060,0.693,cloud_computing;kubernetes;sound_engineering,3,50.0
S01397,5,J01214,0.6929,branding;iot;public_policy,3,50.0
S01397,6,J01190,0.6914,blockchain;cybersecurity;iot,3,50.0
S01397,7,J03080,0.6907,blockchain;public_policy;tableau,3,50.0
S01397,8,J00118,0.6485,blockchain;cloud_computing;kubernetes;react,4,57.14
S01397,9,J00476,0.6479,animation;branding;python;sound_engineering,4,57.14
S01397,10,J02170,0.6417,cloud_computing;java;react;sound_engineering,4,57.14
S01398,1,J02891,1.0,,0,0.0
S01398,2,J01204,0.8063,kubernetes,1,25.0
S01398,3,J04450,0.8048,robotics,1,25.0
S01398,4,J03412,0.8038,cloud_computing,1,25.0
S01398,5,J04868,0.8033,java,1,25.0
S01398,6,J03669,0.8033,java,1,25.0
S01398,7,J01879,0.8033,java,1,25.0
S01398,8,J02085,0.7994,finance,1,25.0
S01398,9,J01152,0.7929,finance;kubernetes;react,3,42.86
S01398,10,J00354,0.737,branding;sql,2,40.0
S01399,1,J02205,1.0,,0,0.0
S01399,2,J04923,0.8431,public_policy;sound_engineering,2,28.57
S01399,3,J03858,0.7993,animation,1,20.0
S01399,4,J04389,0.7984,blockchain,1,20.0
S01399,5,J03835,0.7789,,0,0.0
S01399,6,J01460,0.7762,,0,0.0
S01399,7,J03492,0.7762,,0,0.0
S01399,8,J03397,0.7748,,0,0.0
S01399,9,J01353,0.772,,0,0.0
S01399,10,J01623,0.7295,cybersecurity;public_policy,2,33.33
S01400,1,J00651,0.8166,,0,0.0
S01400,2,J02257,0.8166,,0,0.0
S01400,3,J01162,0.7327,tableau,1,20.0
S01400,4,J02868,0.7319,branding,1,20.0
S01400,5,J01828,0.7307,kubernetes,1,20.0
S01400,6,J01033,0.7286,data_science,1,20.0
S01400,7,J02052,0.7163,tableau;ui/ux,2,28.57
S01400,8,J04204,0.7109,,0,0.0
S01400,9,J04894,0.7087,,0,0.0
S01400,10,J01690,0.7067,,0,0.0
S01401,1,J01719,0.8191,,0,0.0
S01401,2,J00796,0.7722,c++;public_policy,2,28.57
S01401,3,J00285,0.7324,customer_support,1,20.0
S01401,4,J00750,0.7324,customer_support,1,20.0
S01401,5,J01224,0.7305,animation,1,20.0
S01401,6,J01952,0.7114,,0,0.0
S01401,7,J00062,0.7094,,0,0.0
S01401,8,J00738,0.7093,,0,0.0
S01401,9,J02493,0.7092,,0,0.0
S01401,10,J02362,0.7086,,0,0.0
S01402,1,J03317,1.0,,0,0.0
S01402,2,J00775,0.7677,figma,1,16.67
S01402,3,J02268,0.7599,,0,0.0
S01402,4,J00928,0.7554,,0,0.0
S01402,5,J03749,0.7533,,0,0.0
S01402,6,J01427,0.7151,cybersecurity;game_development,2,28.57
S01402,7,J04593,0.7151,cybersecurity;game_development,2,28.57
S01402,8,J03065,0.7146,react;sql,2,28.57
S01402,9,J01082,0.713,cloud_computing;figma,2,28.57
S01402,10,J01386,0.7038,basket_weaving,1,16.67
S01403,1,J04965,1.0,,0,0.0
S01403,2,J01635,0.914,,0,0.0
S01403,3,J04683,0.914,,0,0.0
S01403,4,J01944,0.8334,iot,1,16.67
S01403,5,J01634,0.7716,blockchain;sound_engineering,2,28.57
S01403,6,J03370,0.7329,c++,1,20.0
S01403,7,J02868,0.7284,python,1,20.0
S01403,8,J04433,0.7104,,0,0.0
S01403,9,J03153,0.7104,,0,0.0
S01403,10,J00610,0.7085,,0,0.0
S01404,1,J05000,0.0,ai/ml;cybersecurity;it_support;kubernetes;rocket_science,5,100.0
S01404,2,J01670,0.0,ai/ml;animation;c++;iot;it_support;java;sound_engineering,7,100.0
S01404,3,J01663,0.0,aws;branding;figma,3,100.0
S01404,4,J01664,0.0,ai/ml;blockchain;c++;java;public_policy;react,6,100.0
S01404,5,J01665,0.0,data_science;it_support;python;react;sql;tableau,6,100.0
S01404,6,J01666,0.0,c++;cybersecurity;finance;it_support;react;robotics;sound_engineering,7,100.0
S01404,7,J01667,0.0,cloud_computing;data_science;sql,3,100.0
S01404,8,J01668,0.0,ai/ml;aws;cybersecurity;data_science;python;react,6,100.0
S01404,9,J01669,0.0,ai/ml;c++;game_development;public_policy;python;sound_engineering,6,100.0
S01404,10,J01671,0.0,animation;customer_support;python,3,100.0
S01405,1,J01033,0.8953,cloud_computing,1,20.0
S01405,2,J01690,0.8656,,0,0.0
S01405,3,J02956,0.757,cybersecurity;figma;iot,3,42.86
S01405,4,J03396,0.7562,figma;finance;sql,3,42.86
S01405,5,J04543,0.755,sql,1,25.0
S01405,6,J00049,0.7491,aws,1,25.0
S01405,7,J00651,0.749,animation,1,25.0
S01405,8,J02257,0.749,animation,1,25.0
S01405,9,J02846,0.7484,tableau,1,25.0
S01405,10,J02782,0.7465,blockchain,1,25.0
S01406,1,J00759,1.0,,0,0.0
S01406,2,J02491,0.8932,python,1,20.0
S01406,3,J03717,0.8656,,0,0.0
S01406,4,J03953,0.8656,,0,0.0
S01406,5,J04845,0.8646,,0,0.0
S01406,6,J04939,0.7579,customer_support;game_development;kubernetes,3,42.86
S01406,7,J00181,0.7553,c++;customer_support;react,3,42.86
S01406,8,J02176,0.7527,cloud_computing,1,25.0
S01406,9,J00018,0.7512,robotics,1,25.0
S01406,10,J00686,0.7509,python,1,25.0
S01407,1,J04285,1.0,,0,0.0
S01407,2,J04047,0.7581,,0,0.0
S01407,3,J04865,0.7503,,0,0.0
S01407,4,J04101,0.7172,cloud_computing;game_development,2,28.57
S01407,5,J03267,0.7139,aws;robotics,2,28.57
S01407,6,J03401,0.7136,figma;python,2,28.57
S01407,7,J02698,0.7124,aws;iot,2,28.57
S01407,8,J00995,0.7106,c++;tableau,2,28.57
S01407,9,J03796,0.7094,ai/ml,1,16.67
S01407,10,J03152,0.6765,figma,1,20.0
S01408,1,J01293,0.8686,,0,0.0
S01408,2,J00720,0.7637,finance,1,20.0
S01408,3,J02126,0.761,finance,1,16.67
S01408,4,J03414,0.7521,,0,0.0
S01408,5,J03874,0.717,blockchain;iot,2,33.33
S01408,6,J03074,0.6977,customer_support;iot,2,28.57
S01408,7,J02963,0.6915,public_policy,1,20.0
S01408,8,J02819,0.6804,branding;cybersecurity;figma,3,42.86
S01408,9,J04086,0.6777,blockchain;iot;sql,3,42.86
S01408,10,J04164,0.6726,robotics,1,20.0
S01409,1,J03038,0.8155,customer_support,1,25.0
S01409,2,J01683,0.8135,cybersecurity,1,25.0
S01409,3,J01159,0.8101,cybersecurity,1,25.0
S01409,4,J04731,0.7463,cybersecurity;it_support,2,40.0
S01409,5,J03205,0.7459,sound_engineering;tableau,2,40.0
S01409,6,J03819,0.6921,c++;figma;robotics,3,50.0
S01409,7,J02336,0.6527,aws,1,25.0
S01409,8,J01676,0.6518,animation;branding;game_development;kubernetes,4,57.14
S01409,9,J02552,0.6517,game_development,1,25.0
S01409,10,J04278,0.6507,game_development;iot;kubernetes;tableau,4,57.14
S01410,1,J04808,0.8413,public_policy,1,20.0
S01410,2,J02985,0.8231,cloud_computing;react;robotics,3,37.5
S01410,3,J02518,0.7841,it_support;kubernetes,2,33.33
S01410,4,J01896,0.7443,cybersecurity,1,25.0
S01410,5,J03668,0.7439,aws,1,25.0
S01410,6,J00200,0.7433,robotics,1,25.0
S01410,7,J03896,0.7426,cloud_computing,1,25.0
S01410,8,J03904,0.6911,cloud_computing;data_science;kubernetes;react,4,50.0
S01410,9,J04633,0.6896,,0,0.0
S01410,10,J02761,0.6896,,0,0.0
S01411,1,J03622,0.754,sql,1,25.0
S01411,2,J04929,0.7517,aws,1,25.0
S01411,3,J02193,0.7496,python,1,25.0
S01411,4,J00088,0.7486,python,1,25.0
S01411,5,J03063,0.748,c++,1,25.0
S01411,6,J02509,0.748,c++,1,25.0
S01411,7,J01084,0.7479,game_development,1,25.0
S01411,8,J02033,0.7051,data_science;robotics;ui/ux,3,42.86
S01411,9,J03037,0.6758,customer_support;figma,2,40.0
S01411,10,J01371,0.6739,robotics;sql,2,40.0
S01412,1,J01243,0.9128,public_policy,1,16.67
S01412,2,J03775,0.7966,blockchain,1,20.0
S01412,3,J01098,0.7762,,0,0.0
S01412,4,J04714,0.7739,,0,0.0
S01412,5,J00661,0.7739,,0,0.0
S01412,6,J00777,0.727,animation;public_policy,2,33.33
S01412,7,J00975,0.6805,figma;java;kubernetes,3,42.86
S01412,8,J01431,0.6805,figma;java;kubernetes,3,42.86
S01412,9,J00718,0.6789,aws;branding;java,3,42.86
S01412,10,J04702,0.6784,customer_support;game_development;iot,3,42.86
S01413,1,J04087,1.0,,0,0.0
S01413,2,J04549,0.8761,it_support,1,14.29
S01413,3,J00083,0.803,java,1,16.67
S01413,4,J02173,0.803,java,1,16.67
S01413,5,J02013,0.7931,,0,0.0
S01413,6,J01983,0.7931,,0,0.0
S01413,7,J01969,0.7888,,0,0.0
S01413,8,J01627,0.7888,,0,0.0
S01413,9,J03393,0.7888,,0,0.0
S01413,10,J00868,0.7508,cybersecurity;it_support,2,28.57
S01414,1,J03385,0.7749,animation;blockchain,2,40.0
S01414,2,J02128,0.7072,ai/ml;java,2,40.0
S01414,3,J03832,0.7071,python;sound_engineering;tableau,3,50.0
S01414,4,J04774,0.7046,public_policy;ui/ux,2,40.0
S01414,5,J04738,0.6795,kubernetes,1,33.33
S01414,6,J01538,0.675,cybersecurity,1,33.33
S01414,7,J00142,0.6748,sound_engineering,1,33.33
S01414,8,J01400,0.6744,aws,1,33.33
S01414,9,J04031,0.6743,animation,1,33.33
S01414,10,J03891,0.6731,game_development,1,33.33
S01415,1,J02657,1.0,,0,0.0
S01415,2,J03845,0.8629,,0,0.0
S01415,3,J03178,0.7583,figma;robotics;tableau,3,42.86
S01415,4,J03734,0.7579,blockchain;public_policy;sql,3,42.86
S01415,5,J00089,0.7557,blockchain;react;sound_engineering,3,42.86
S01415,6,J04624,0.7548,kubernetes,1,25.0
S01415,7,J02568,0.7515,react,1,25.0
S01415,8,J02785,0.7509,sound_engineering,1,25.0
S01415,9,J00191,0.6751,iot;kubernetes,2,40.0
S01415,10,J02485,0.6747,branding;figma,2,40.0
S01416,1,J01387,1.0,,0,0.0
S01416,2,J00538,0.8173,,0,0.0
S01416,3,J02180,0.8169,,0,0.0
S01416,4,J00621,0.8142,,0,0.0
S01416,5,J02856,0.7306,robotics,1,20.0
S01416,6,J03279,0.7296,aws,1,20.0
S01416,7,J00435,0.7291,animation,1,20.0
S01416,8,J04016,0.7115,,0,0.0
S01416,9,J00977,0.7063,,0,0.0
S01416,10,J00797,0.7056,,0,0.0
S01417,1,J01299,0.8706,,0,0.0
S01417,2,J03837,0.8301,game_development,1,14.29
S01417,3,J04034,0.8201,,0,0.0
S01417,4,J00278,0.7851,aws;iot,2,25.0
S01417,5,J04533,0.7648,cloud_computing,1,16.67
S01417,6,J02093,0.7622,data_science,1,16.67
S01417,7,J00476,0.7185,branding;customer_support,2,28.57
S01417,8,J00187,0.7164,sql;tableau,2,28.57
S01417,9,J02486,0.6913,public_policy,1,20.0
S01417,10,J02897,0.6912,kubernetes,1,20.0
S01418,1,J02231,1.0,,0,0.0
S01418,2,J00826,0.8714,blockchain;python,2,33.33
S01418,3,J01869,0.8445,cloud_computing,1,25.0
S01418,4,J00786,0.8438,sound_engineering,1,25.0
S01418,5,J02557,0.7971,,0,0.0
S01418,6,J01501,0.7971,,0,0.0
S01418,7,J04137,0.7829,aws;c++;cloud_computing;game_development,4,50.0
S01418,8,J03476,0.7458,cloud_computing;cybersecurity;game_development;ui/ux,4,50.0
S01418,9,J03605,0.7352,customer_support;robotics;sql,3,50.0
S01418,10,J00366,0.7154,branding,1,25.0
S01419,1,J04167,1.0,,0,0.0
S01419,2,J03676,0.7748,c++;cybersecurity,2,40.0
S01419,3,J04076,0.7735,data_science;game_development,2,40.0
S01419,4,J04298,0.7102,customer_support;sound_engineering;sql,3,50.0
S01419,5,J03310,0.7094,branding;cybersecurity;iot,3,50.0
S01419,6,J02981,0.709,customer_support;figma;game_development,3,50.0
S01419,7,J03032,0.7078,customer_support;data_science;react,3,50.0
S01419,8,J01432,0.7072,cloud_computing;data_science;tableau,3,50.0
S01419,9,J02514,0.6708,branding,1,33.33
S01419,10,J04466,0.6686,robotics,1,33.33
S01420,1,J00082,0.8655,,0,0.0
S01420,2,J03106,0.8188,animation;kubernetes,2,33.33
S01420,3,J00302,0.7576,blockchain;branding;it_support,3,42.86
S01420,4,J01766,0.7568,branding;it_support;react,3,42.86
S01420,5,J04241,0.7564,c++;cybersecurity;figma,3,42.86
S01420,6,J03311,0.7558,sql,1,25.0
S01420,7,J04440,0.7498,figma,1,25.0
S01420,8,J01781,0.7483,sound_engineering,1,25.0
S01420,9,J00043,0.748,cybersecurity,1,25.0
S01420,10,J03644,0.7458,finance,1,25.0
S01421,1,J00733,0.8661,blockchain,1,25.0
S01421,2,J03045,0.7807,branding;kubernetes,2,40.0
S01421,3,J01537,0.7791,customer_support;sql,2,40.0
S01421,4,J01438,0.779,branding;sql,2,40.0
S01421,5,J04082,0.7779,customer_support;java,2,40.0
S01421,6,J00987,0.7105,blockchain;java;kubernetes,3,50.0
S01421,7,J04410,0.7093,c++;java;sql,3,50.0
S01421,8,J03273,0.7092,branding;cybersecurity;python,3,50.0
S01421,9,J03887,0.7089,branding;game_development;java,3,50.0
S01421,10,J02133,0.7089,branding;game_development;java,3,50.0
S01422,1,J02535,1.0,,0,0.0
S01422,2,J02814,0.835,animation,1,20.0
S01422,3,J01220,0.834,public_policy,1,20.0
S01422,4,J04918,0.8176,,0,0.0
S01422,5,J01088,0.8176,,0,0.0
S01422,6,J02502,0.8176,,0,0.0
S01422,7,J02812,0.7735,it_support;robotics,2,33.33
S01422,8,J04212,0.7336,it_support,1,25.0
S01422,9,J03094,0.7332,it_support,1,25.0
S01422,10,J04601,0.7329,java,1,25.0
S01423,1,J00573,1.0,,0,0.0
S01423,2,J03817,0.8971,it_support,1,25.0
S01423,3,J00894,0.8955,blockchain,1,25.0
S01423,4,J03413,0.7604,figma;it_support;java,3,50.0
S01423,5,J02316,0.7597,ai/ml;kubernetes,2,40.0
S01423,6,J01987,0.7593,animation;data_science;robotics,3,50.0
S01423,7,J03495,0.7591,game_development;iot;sql,3,50.0
S01423,8,J00153,0.7585,animation;cloud_computing;python,3,50.0
S01423,9,J00079,0.7578,blockchain;game_development;iot,3,50.0
S01423,10,J01772,0.7574,data_science;python;tableau,3,50.0
S01424,1,J04204,0.8693,,0,0.0
S01424,2,J04941,0.8638,,0,0.0
S01424,3,J03221,0.7552,figma,1,25.0
S01424,4,J02107,0.7528,tableau,1,25.0
S01424,5,J02516,0.752,customer_support,1,25.0
S01424,6,J03423,0.7514,figma,1,25.0
S01424,7,J02974,0.751,cloud_computing,1,25.0
S01424,8,J00145,0.751,cloud_computing,1,25.0
S01424,9,J01143,0.7504,java,1,25.0
S01424,10,J01724,0.7497,robotics,1,25.0
S01425,1,J04301,1.0,,0,0.0
S01425,2,J03722,0.8738,tableau,1,14.29
S01425,3,J00825,0.8031,sql,1,16.67
S01425,4,J00920,0.8012,figma,1,16.67
S01425,5,J04621,0.7986,finance,1,16.67
S01425,6,J04739,0.794,,0,0.0
S01425,7,J02554,0.7692,game_development;quantum_mechanics,2,25.0
S01425,8,J04595,0.7481,c++;sound_engineering,2,28.57
S01425,9,J01453,0.7481,c++;sound_engineering,2,28.57
S01425,10,J00608,0.7255,blockchain,1,20.0
S01426,1,J01709,1.0,,0,0.0
S01426,2,J02469,0.8379,customer_support,1,20.0
S01426,3,J02050,0.8358,c++,1,20.0
S01426,4,J03246,0.8113,,0,0.0
S01426,5,J01972,0.7723,c++;react,2,33.33
S01426,6,J03413,0.7719,aws;public_policy,2,33.33
S01426,7,J02775,0.737,robotics,1,25.0
S01426,8,J04660,0.7361,robotics,1,25.0
S01426,9,J00530,0.7358,sql,1,25.0
S01426,10,J03123,0.7345,public_policy,1,25.0
S01427,1,J03333,0.8364,kubernetes,1,16.67
S01427,2,J02264,0.8159,,0,0.0
S01427,3,J02952,0.7111,,0,0.0
S01427,4,J00223,0.7099,,0,0.0
S01427,5,J02263,0.7075,,0,0.0
S01427,6,J00303,0.702,,0,0.0
S01427,7,J03363,0.702,,0,0.0
S01427,8,J04612,0.6734,c++;rocket_science;tableau,3,37.5
S01427,9,J04447,0.6701,branding;iot,2,33.33
S01427,10,J00628,0.67,animation;tableau,2,33.33
S01428,1,J04800,0.8695,customer_support,1,25.0
S01428,2,J01084,0.8667,cybersecurity,1,25.0
S01428,3,J02710,0.7768,customer_support;python,2,40.0
S01428,4,J03165,0.7737,data_science;react,2,40.0
S01428,5,J04025,0.7737,data_science;react,2,40.0
S01428,6,J00590,0.7108,customer_support;figma;iot,3,50.0
S01428,7,J03967,0.7104,customer_support;finance;kubernetes,3,50.0
S01428,8,J04529,0.7104,cybersecurity;data_science;kubernetes,3,50.0
S01428,9,J02612,0.7089,c++;customer_support;python,3,50.0
S01428,10,J00508,0.7081,c++;cybersecurity;iot,3,50.0
S01429,1,J03306,0.8051,kubernetes,1,16.67
S01429,2,J00034,0.793,,0,0.0
S01429,3,J04695,0.7924,,0,0.0
S01429,4,J02734,0.7912,,0,0.0
S01429,5,J01990,0.7517,python;sound_engineering,2,28.57
S01429,6,J02050,0.7261,tableau,1,20.0
S01429,7,J04078,0.7257,iot,1,20.0
S01429,8,J02833,0.7238,branding,1,20.0
S01429,9,J02469,0.7235,tableau,1,20.0
S01429,10,J01725,0.7115,,0,0.0
S01430,1,J01530,0.8005,robotics,1,20.0
S01430,2,J01733,0.7982,python,1,20.0
S01430,3,J04721,0.7785,,0,0.0
S01430,4,J02548,0.7752,,0,0.0
S01430,5,J00643,0.7285,aws;python,2,33.33
S01430,6,J01269,0.6816,customer_support;data_science;robotics,3,42.86
S01430,7,J00624,0.6804,aws;java;sql,3,42.86
S01430,8,J03946,0.6785,ai/ml;public_policy,2,33.33
S01430,9,J02155,0.6783,branding,1,25.0
S01430,10,J02298,0.6772,customer_support;figma;public_policy,3,42.86
S01431,1,J02886,0.8691,branding,1,25.0
S01431,2,J02217,0.866,data_science,1,25.0
S01431,3,J00334,0.7739,iot;react,2,40.0
S01431,4,J00622,0.7082,blockchain;data_science;sql,3,50.0
S01431,5,J04969,0.7068,c++;finance;sql,3,50.0
S01431,6,J03170,0.7063,blockchain;finance;it_support,3,50.0
S01431,7,J01585,0.7059,ai/ml;blockchain,2,40.0
S01431,8,J02027,0.6743,kubernetes,1,33.33
S01431,9,J03696,0.6719,robotics,1,33.33
S01431,10,J00039,0.6701,java,1,33.33
S01432,1,J04361,0.8953,,0,0.0
S01432,2,J02372,0.8492,branding;customer_support,2,33.33
S01432,3,J04948,0.8454,aws;blockchain,2,33.33
S01432,4,J00410,0.8014,c++,1,25.0
S01432,5,J02531,0.801,robotics,1,25.0
S01432,6,J03007,0.7994,sound_engineering,1,25.0
S01432,7,J02040,0.7907,blockchain;figma;finance,3,42.86
S01432,8,J02683,0.7362,branding;kubernetes,2,40.0
S01432,9,J03430,0.7342,figma;robotics,2,40.0
S01432,10,J02089,0.7329,customer_support;sql,2,40.0
S01433,1,J03597,0.9116,,0,0.0
S01433,2,J00581,0.8299,finance,1,16.67
S01433,3,J04641,0.7727,aws;kubernetes,2,28.57
S01433,4,J01760,0.7714,branding;sql,2,28.57
S01433,5,J03447,0.7538,basket_weaving,1,16.67
S01433,6,J02856,0.7322,kubernetes,1,20.0
S01433,7,J04016,0.7093,,0,0.0
S01433,8,J02254,0.7091,,0,0.0
S01433,9,J04652,0.7089,origami;react,2,28.57
S01433,10,J00979,0.7076,,0,0.0
S01434,1,J02032,0.8473,,0,0.0
S01434,2,J04589,0.8063,branding;sound_engineering,2,33.33
S01434,3,J04006,0.8038,blockchain;data_science,2,33.33
S01434,4,J02012,0.7775,customer_support,1,25.0
S01434,5,J01137,0.7774,branding,1,25.0
S01434,6,J04479,0.7752,cloud_computing,1,25.0
S01434,7,J00594,0.7746,cybersecurity,1,25.0
S01434,8,J04175,0.7745,sound_engineering,1,25.0
S01434,9,J03933,0.7599,iot;java;robotics,3,42.86
S01434,10,J04355,0.7599,iot;java;robotics,3,42.86
S01435,1,J01731,1.0,,0,0.0
S01435,2,J02336,0.7581,,0,0.0
S01435,3,J04639,0.7155,blockchain;robotics,2,28.57
S01435,4,J04121,0.7155,blockchain;robotics,2,28.57
S01435,5,J04037,0.7142,figma;sql,2,28.57
S01435,6,J00191,0.6793,kubernetes,1,20.0
S01435,7,J00822,0.6777,it_support,1,20.0
S01435,8,J04222,0.6768,sql,1,20.0
S01435,9,J03979,0.6762,sql,1,20.0
S01435,10,J02165,0.6758,data_science,1,20.0
S01436,1,J03529,1.0,,0,0.0
S01436,2,J03510,0.8055,data_science,1,16.67
S01436,3,J02016,0.8043,customer_support,1,16.67
S01436,4,J00203,0.8042,branding,1,16.67
S01436,5,J01450,0.8028,java,1,16.67
S01436,6,J04917,0.7938,,0,0.0
S01436,7,J04135,0.7908,,0,0.0
S01436,8,J01872,0.7555,branding;cybersecurity,2,28.57
S01436,9,J03190,0.7538,aws;react,2,28.57
S01436,10,J03296,0.7516,animation;customer_support,2,28.57
S01437,1,J01715,1.0,,0,0.0
S01437,2,J00260,0.845,,0,0.0
S01437,3,J04047,0.7571,,0,0.0
S01437,4,J01687,0.7163,public_policy;robotics,2,28.57
S01437,5,J03442,0.709,aws;tableau,2,28.57
S01437,6,J02593,0.6767,branding,1,20.0
S01437,7,J03816,0.6755,react,1,20.0
S01437,8,J02681,0.674,cloud_computing,1,20.0
S01437,9,J00053,0.6702,tableau,1,20.0
S01437,10,J02885,0.6685,ai/ml;c++,2,28.57
S01438,1,J02585,1.0,,0,0.0
S01438,2,J01314,0.7721,sql,1,16.67
S01438,3,J04447,0.7716,branding,1,16.67
S01438,4,J01315,0.7175,blockchain;sql,2,28.57
S01438,5,J01621,0.7172,kubernetes;sound_engineering,2,28.57
S01438,6,J00547,0.7167,data_science;sql,2,28.57
S01438,7,J04676,0.7165,data_science;it_support,2,28.57
S01438,8,J03131,0.7155,it_support;robotics,2,28.57
S01438,9,J03768,0.6804,it_support,1,20.0
S01438,10,J01416,0.6789,robotics,1,20.0
S01439,1,J00018,0.8676,robotics,1,25.0
S01439,2,J01645,0.867,figma,1,25.0
S01439,3,J00759,0.8658,java,1,25.0
S01439,4,J00024,0.8623,finance,1,25.0
S01439,5,J03279,0.7767,data_science;kubernetes,2,40.0
S01439,6,J03441,0.7748,cloud_computing;iot,2,40.0
S01439,7,J03410,0.7745,cloud_computing;cybersecurity,2,40.0
S01439,8,J03979,0.7738,cloud_computing;python,2,40.0
S01439,9,J02491,0.7733,java;python,2,40.0
S01439,10,J02519,0.709,branding;customer_support;data_science,3,50.0
S01440,1,J01071,0.7121,sound_engineering,1,16.67
S01440,2,J04471,0.7121,sound_engineering,1,16.67
S01440,3,J00535,0.7086,branding;cloud_computing;figma,3,37.5
S01440,4,J01608,0.7009,,0,0.0
S01440,5,J04528,0.6807,c++;customer_support,2,33.33
S01440,6,J04425,0.6791,robotics;sound_engineering,2,28.57
S01440,7,J00633,0.6776,customer_support;react,2,33.33
S01440,8,J02164,0.676,ui/ux,1,20.0
S01440,9,J00063,0.6736,kubernetes;python;ui/ux,3,37.5
S01440,10,J01907,0.6649,c++;customer_support,2,28.57
S01441,1,J03459,1.0,,0,0.0
S01441,2,J02595,0.8355,data_science,1,16.67
S01441,3,J03900,0.8181,,0,0.0
S01441,4,J02642,0.7732,kubernetes;tableau,2,28.57
S01441,5,J03056,0.7687,branding;react,2,28.57
S01441,6,J04551,0.7264,animation,1,20.0
S01441,7,J04482,0.7119,,0,0.0
S01441,8,J02680,0.7053,,0,0.0
