student_id,top_matches
S00992,"[('J00004', 0.8165664149574816), ('J02749', 0.8156098299778765), ('J04691', 0.7951979967436759), ('J03262', 0.7589032121873053), ('J04201', 0.7574171028898276)]"
S00993,"[('J03565', 1.0000000000000002), ('J02397', 0.7291287781560073), ('J01980', 0.7266675590495575), ('J00674', 0.721178812343795), ('J04482', 0.710721201183249)]"
S00994,"[('J01199', 1.0), ('J01567', 1.0), ('J00903', 0.7971713677193973), ('J00232', 0.7782063800062792), ('J03534', 0.776172896592883)]"
S00995,"[('J04261', 0.7327599089512128), ('J01660', 0.7182405340970551), ('J02832', 0.7126873513617455), ('J00330', 0.711312910319284), ('J04755', 0.6823157372912404)]"
S00996,"[('J04611', 0.8330448326128599), ('J03277', 0.767754213299162), ('J03775', 0.7343782927233015), ('J03840', 0.705117561907365), ('J04877', 0.705117561907365)]"
S00997,"[('J00733', 1.0000000000000002), ('J00987', 0.8203408636845358), ('J01334', 0.8181033319254745), ('J00886', 0.7570716385082746), ('J03615', 0.7508868957995635)]"
S00998,"[('J02963', 0.7838844033261743), ('J00632', 0.7812358885902775), ('J03972', 0.7420521257142663), ('J02169', 0.727740190712056), ('J03927', 0.7266981101742136)]"
S00999,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01000,"[('J03147', 0.8482750749744964), ('J02158', 0.7619222056734436), ('J03625', 0.7309431317564921), ('J00335', 0.7192341130397222), ('J02858', 0.6941417022108233)]"
S01001,"[('J03887', 1.0), ('J02133', 1.0), ('J04082', 0.7334892816638655), ('J04842', 0.732305066161164), ('J03045', 0.7321625881190417)]"
S01002,"[('J01177', 1.0000000000000002), ('J03594', 0.8972233083636045), ('J03854', 0.821268567238061), ('J04813', 0.8197954059840333), ('J03115', 0.8197954059840333)]"
S01003,"[('J02423', 1.0000000000000002), ('J02713', 0.9126321712017595), ('J04172', 0.8021411484452419), ('J03030', 0.7761581358909423), ('J00106', 0.73654413884225)]"
S01004,"[('J03171', 0.9352399228553662), ('J01851', 0.9275472519246655), ('J00358', 0.8028661897943431), ('J01380', 0.8015525030852069), ('J03278', 0.7747936845465402)]"
S01005,"[('J03164', 0.9262512155192428), ('J03244', 0.8565443566688947), ('J01319', 0.8420056112149422), ('J02041', 0.8420056112149422), ('J01285', 0.772139180321021)]"
S01006,"[('J00042', 0.9126497861784403), ('J01307', 0.8935121821464695), ('J02515', 0.7982337254755806), ('J00133', 0.7272990836907577), ('J03024', 0.6779046294703813)]"
S01007,"[('J04210', 0.8684213630865969), ('J02674', 0.8673128469992734), ('J01075', 0.8658374688549476), ('J04700', 0.8641975767215364), ('J04139', 0.7753825136300895)]"
S01008,"[('J04040', 0.8377289656298016), ('J04179', 0.7799727943971273), ('J00874', 0.7749983398592888), ('J00221', 0.740923086834529), ('J02867', 0.7381442110688062)]"
S01009,"[('J04447', 0.7755137828895645), ('J00009', 0.7746966640055902), ('J03926', 0.7700366429901195), ('J02658', 0.7591545872890898), ('J01491', 0.7576693802952992)]"
S01010,"[('J00789', 0.8834480576231345), ('J04948', 0.8041578557063545), ('J01876', 0.789745378334375), ('J04760', 0.789745378334375), ('J00688', 0.7526307294642822)]"
S01011,"[('J01842', 0.7726517822963413), ('J01162', 0.7301579789796981), ('J03326', 0.7296306320974852), ('J04306', 0.7221002452006564), ('J04031', 0.7101888534435354)]"
S01012,"[('J04873', 0.7379013508409992), ('J02342', 0.7262180030461266), ('J00450', 0.6923964570869928), ('J01676', 0.6865255832501524), ('J04278', 0.6853646386246218)]"
S01013,"[('J02995', 1.0000000000000002), ('J01467', 0.8327066943212031), ('J02769', 0.8303782313709488), ('J04281', 0.8303782313709488), ('J01527', 0.8303782313709488)]"
S01014,"[('J04415', 0.8325165446510256), ('J01516', 0.8012752808219582), ('J01442', 0.7752615904445671), ('J04575', 0.7741875732967767), ('J04815', 0.7736660116126826)]"
S01015,"[('J00169', 0.7539484386536115), ('J01227', 0.7529111452037442), ('J02091', 0.7507321717034743), ('J03411', 0.7507321717034743), ('J00919', 0.7507321717034743)]"
S01016,"[('J03579', 1.0), ('J03708', 0.8649537963687757), ('J01500', 0.7919851977393483), ('J04601', 0.7900394829892466), ('J04730', 0.7897194776632815)]"
S01017,"[('J04601', 0.8939661246922418), ('J03163', 0.8219565711107611), ('J00295', 0.8203628976238084), ('J03751', 0.8190674590172623), ('J03572', 0.8188036686677433)]"
S01018,"[('J00897', 0.9121556941850185), ('J04160', 0.8447830848550304), ('J01198', 0.8437982267367677), ('J01608', 0.8036849272714937), ('J02801', 0.802280631060343)]"
S01019,"[('J01107', 0.8328836343334981), ('J01144', 0.8320372099848017), ('J02336', 0.8223734038989605), ('J04111', 0.7701264686085574), ('J00219', 0.7280600000660474)]"
S01020,"[('J01628', 0.7916944772204624), ('J01378', 0.7530181385453054), ('J04861', 0.7521344040436794), ('J02328', 0.7500955299936247), ('J04080', 0.749317715088981)]"
S01021,"[('J00316', 0.7692152247323945), ('J01842', 0.7169520817951108), ('J02642', 0.7161288065757094), ('J04414', 0.7116731223374028), ('J03713', 0.6997520841551564)]"
S01022,"[('J01131', 0.884188931965738), ('J02667', 0.884188931965738), ('J01704', 0.8426896444611247), ('J00999', 0.7869016358853128), ('J00552', 0.7824163420831166)]"
S01023,"[('J02655', 0.8197857186345837), ('J01558', 0.8177972645447341), ('J04469', 0.7721648676222079), ('J01457', 0.7721648676222079), ('J04625', 0.7720956076777516)]"
S01024,"[('J02905', 0.7744615714358721), ('J04031', 0.7101771053716384), ('J00142', 0.7097054038892183), ('J03992', 0.7080724192370295), ('J01201', 0.7069413776479312)]"
S01025,"[('J03201', 0.8561003108353119), ('J01714', 0.8185132763169792), ('J02399', 0.775062611236802), ('J00884', 0.7734554127892221), ('J00503', 0.7344577249061165)]"
S01026,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01027,"[('J04978', 0.8197990168753668), ('J04171', 0.7707078303629056), ('J04392', 0.7686474293065825), ('J00600', 0.7273654354771167), ('J04766', 0.7245394715933399)]"
S01028,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01029,"[('J00891', 1.0000000000000002), ('J02982', 0.8071100617524006), ('J01263', 0.8039198179634375), ('J02261', 0.8039198179634375), ('J00711', 0.7731946254127883)]"
S01030,"[('J01552', 0.8669389978859189), ('J00666', 0.8146499388940119), ('J03643', 0.7944959788391536), ('J04978', 0.7513420749093133), ('J01974', 0.7019302563651633)]"
S01031,"[('J02001', 1.0), ('J04322', 0.8034742439553649), ('J04200', 0.776275454808027), ('J02952', 0.7759160275069186), ('J02039', 0.7744809276391369)]"
S01032,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01033,"[('J04911', 0.7753702450430747), ('J04308', 0.7739258705799212), ('J01596', 0.7730462904654551), ('J00182', 0.7095158925629249), ('J01234', 0.6882985425373065)]"
S01034,"[('J02471', 0.864844691457459), ('J04232', 0.864844691457459), ('J00998', 0.7535286552598464), ('J02176', 0.7509673891533505), ('J00761', 0.75013182437755)]"
S01035,"[('J01926', 0.9362461137477281), ('J03053', 0.8477440741030912), ('J02678', 0.8462023613863191), ('J02870', 0.806091871957501), ('J01410', 0.8033216526971518)]"
S01036,"[('J04130', 0.7835780041920214), ('J04386', 0.7571530325563481), ('J04066', 0.7543727883210889), ('J00098', 0.7533502492634061), ('J00625', 0.740931431829463)]"
S01037,"[('J03881', 0.8690953827232878), ('J02221', 0.7728982001429563), ('J04747', 0.7724344592395592), ('J02796', 0.7699531043643153), ('J02973', 0.756499504153278)]"
S01038,"[('J04005', 0.8927801710023355), ('J04688', 0.801742812588331), ('J03064', 0.7988263347171403), ('J04884', 0.7701947147341925), ('J01722', 0.7288810204773115)]"
S01039,"[('J02394', 0.8485138606825045), ('J02373', 0.7735970594962397), ('J00631', 0.7647059858619427), ('J04156', 0.7476254974386412), ('J00040', 0.7301166753451857)]"
S01040,"[('J01697', 1.0), ('J04874', 0.9136195896728263), ('J04671', 0.8938459717738215), ('J04605', 0.8938459717738215), ('J03523', 0.8938459717738215)]"
S01041,"[('J02546', 0.849881885686397), ('J04291', 0.7534122328124128), ('J01520', 0.7522366080259318), ('J04284', 0.7422670060523129), ('J01605', 0.7406220707006036)]"
S01042,"[('J02915', 0.8780755605841224), ('J02772', 0.8780755605841224), ('J00354', 0.866448215971732), ('J02636', 0.8064251191218993), ('J03495', 0.8045810074103996)]"
S01043,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01044,"[('J02928', 0.7893400960142876), ('J03641', 0.7374788733927374), ('J00640', 0.7283025014763364), ('J00909', 0.7173385421571121), ('J02229', 0.6935868195936026)]"
S01045,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01046,"[('J02927', 0.8946854119589073), ('J02402', 0.7562988562045881), ('J03479', 0.753393141376805), ('J00817', 0.7529966664184504), ('J01381', 0.7497661345919105)]"
S01047,"[('J01585', 1.0000000000000002), ('J03638', 0.9262774698558163), ('J03830', 0.8381051928474141), ('J04471', 0.773694884458558), ('J01071', 0.773694884458558)]"
S01048,"[('J02627', 1.0000000000000002), ('J02353', 0.8838790040603067), ('J01744', 0.7904177121412049), ('J04730', 0.7903538412434034), ('J01030', 0.7521589871852666)]"
S01049,"[('J00381', 0.7392775758963473), ('J02546', 0.6885035319537881), ('J02198', 0.6884989954826105), ('J00691', 0.6868514058516957), ('J00184', 0.6484021093084021)]"
S01050,"[('J00349', 0.8692222258663561), ('J02028', 0.7864472443363498), ('J02594', 0.7856421169434771), ('J02140', 0.7671982376129495), ('J00981', 0.7491033404028342)]"
S01051,"[('J03607', 1.0000000000000002), ('J03044', 0.8639294838828878), ('J03591', 0.7752179425439283), ('J02828', 0.7734223268413297), ('J00775', 0.7092234038401507)]"
S01052,"[('J03905', 0.9151972497321882), ('J04734', 0.7389551537055862), ('J04562', 0.7318451293362677), ('J04425', 0.7278126024470275), ('J04990', 0.6939492771574619)]"
S01053,"[('J03163', 0.865503153137776), ('J04694', 0.8648983589301343), ('J02325', 0.8014874762463798), ('J04265', 0.8004065281953752), ('J00241', 0.7513604432867275)]"
S01054,"[('J02343', 0.7883800975050568), ('J00172', 0.7356641916087842), ('J02031', 0.7355199056645939), ('J00869', 0.7347689508706486), ('J04224', 0.7338630120619178)]"
S01055,"[('J00046', 0.777761510594015), ('J02547', 0.753339622605027), ('J02804', 0.7089674344720356), ('J03840', 0.6707174198346655), ('J04877', 0.6707174198346655)]"
S01056,"[('J02784', 1.0), ('J04003', 0.86928608401886), ('J01810', 0.8685018240872071), ('J04146', 0.8640268540147624), ('J00266', 0.7566273730856121)]"
S01057,"[('J01116', 0.8035960533616413), ('J02428', 0.7729838915256463), ('J01048', 0.7714311269839853), ('J04164', 0.7700551680532712), ('J02189', 0.7580934215355132)]"
S01058,"[('J03741', 1.0000000000000002), ('J04209', 1.0000000000000002), ('J00951', 0.8958793041216386), ('J01003', 0.8163725924414422), ('J04098', 0.8156670593309432)]"
S01059,"[('J02723', 1.0000000000000002), ('J01565', 1.0000000000000002), ('J04013', 0.8645831319278952), ('J00859', 0.7735781950144559), ('J02346', 0.7734549123366828)]"
S01060,"[('J02288', 0.8982340002911235), ('J01986', 0.897752705445065), ('J03115', 0.819184860749423), ('J04813', 0.819184860749423), ('J01775', 0.7611137945228542)]"
S01061,"[('J02167', 1.0000000000000004), ('J01921', 0.8666165380926636), ('J00582', 0.7780802527172844), ('J01582', 0.777536318566823), ('J03627', 0.7760562054092166)]"
S01062,"[('J01511', 0.8663599087174355), ('J02152', 0.7756105131141099), ('J00395', 0.7755802732941981), ('J02059', 0.7755802732941981), ('J01630', 0.7103201742226579)]"
S01063,"[('J02565', 1.0), ('J01806', 0.7690045979578722), ('J00662', 0.7547081477834144), ('J04748', 0.6777591307107919), ('J04395', 0.6764197741015239)]"
S01064,"[('J03356', 0.817705413093507), ('J01691', 0.7735690697937899), ('J01487', 0.7714698116357972), ('J03597', 0.7297243487188708), ('J03067', 0.7275284538877648)]"
S01065,"[('J01084', 1.0000000000000002), ('J04529', 0.8195931170831785), ('J00508', 0.8170322766699605), ('J01118', 0.7558568102157079), ('J04800', 0.7536244584882629)]"
S01066,"[('J03218', 0.7732211705425203), ('J03962', 0.7721162094495309), ('J00740', 0.7085585079424563), ('J04541', 0.7079726973652775), ('J04103', 0.7070746286942758)]"
S01067,"[('J04343', 0.8522877609280096), ('J02875', 0.7375886221933604), ('J03157', 0.7272900681027019), ('J02787', 0.6929355922962709), ('J01495', 0.6897793571436712)]"
S01068,"[('J02153', 1.0000000000000002), ('J00771', 0.7752807173009482), ('J00403', 0.7741522573124684), ('J01065', 0.7730841174802005), ('J00846', 0.7091062551258568)]"
S01069,"[('J03072', 0.8467947086021096), ('J01472', 0.7762460256180908), ('J01375', 0.7292715537639669), ('J03954', 0.728470601509892), ('J01022', 0.6776591120797871)]"
S01070,"[('J00178', 0.8118175969693958), ('J02936', 0.7419047781616168), ('J00172', 0.7410410451409222), ('J02343', 0.7152224146613863), ('J04906', 0.6924294936096506)]"
S01071,"[('J04903', 0.8564448545534942), ('J02503', 0.8082959841666425), ('J01232', 0.7932077329672698), ('J00377', 0.7838253830984147), ('J03820', 0.7817761343106003)]"
S01072,"[('J02929', 0.85306500544891), ('J03305', 0.8159937549393795), ('J00450', 0.81248887193045), ('J04377', 0.7589052750160055), ('J02599', 0.7561806254593736)]"
S01073,"[('J03629', 0.7582877863631335), ('J01611', 0.7083644291228421), ('J04298', 0.7080819496712087), ('J02983', 0.7069607568629993), ('J00576', 0.6949737684499117)]"
S01074,"[('J00761', 0.8933436367835447), ('J03405', 0.8025094982990151), ('J04050', 0.7977367023638128), ('J03847', 0.7759524855969772), ('J04664', 0.7742811991101345)]"
S01075,"[('J04403', 1.0), ('J03783', 1.0), ('J04106', 0.8478123779820931), ('J04848', 0.7924062175299746), ('J01227', 0.7917651981659399)]"
S01076,"[('J00264', 1.0000000000000002), ('J03427', 0.8142643075830017), ('J00746', 0.7595083845239291), ('J04899', 0.7581320818405077), ('J04485', 0.7572552768967291)]"
S01077,"[('J00557', 0.7087171564431075), ('J02434', 0.7022420874825419), ('J02315', 0.6795220176532176), ('J02885', 0.668361435176801), ('J03760', 0.6677813015435401)]"
S01078,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01079,"[('J02199', 0.7722946507777411), ('J00651', 0.7549309696579745), ('J02257', 0.7549309696579745), ('J00089', 0.7167327329691588), ('J04771', 0.713552563065348)]"
S01080,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01081,"[('J04332', 0.8038923768709108), ('J00077', 0.8022119858791662), ('J01799', 0.7953276561726672), ('J04317', 0.7934472977974496), ('J01254', 0.7518947739558786)]"
S01082,"[('J03277', 1.0000000000000002), ('J03649', 0.7702628854477875), ('J04624', 0.7560340470087434), ('J02432', 0.7509283472515497), ('J02108', 0.7190984424483541)]"
S01083,"[('J03234', 0.8014628380308931), ('J03709', 0.7614613266332839), ('J04053', 0.7338907380608352), ('J03641', 0.7320397292800163), ('J02162', 0.7291232025336631)]"
S01084,"[('J03218', 0.8936564695376678), ('J01655', 0.8139111901602681), ('J01764', 0.7481356115130425), ('J03975', 0.6748953016819539), ('J03863', 0.6748953016819539)]"
S01085,"[('J01615', 1.0), ('J04913', 0.8487553969326755), ('J03372', 0.8342683159849794), ('J03491', 0.8325483162243449), ('J01712', 0.8172159577776352)]"
S01086,"[('J00122', 0.914635731092827), ('J02395', 0.7713627848921724), ('J01794', 0.7319895786741469), ('J03919', 0.7308706740731958), ('J02262', 0.7296663952773706)]"
S01087,"[('J02633', 0.797094197958418), ('J03083', 0.7803232490140156), ('J01546', 0.7446428622571971), ('J04268', 0.7446315184055563), ('J01480', 0.7435131115303848)]"
S01088,"[('J01473', 1.0), ('J04509', 1.0), ('J04753', 1.0), ('J01390', 0.865919151027998), ('J01097', 0.7756749892883741)]"
S01089,"[('J04747', 0.772628815308089), ('J04597', 0.7719587224827217), ('J01309', 0.7562037571693326), ('J00861', 0.7545566355241464), ('J03868', 0.7524302666000587)]"
S01090,"[('J00545', 0.8319981527734522), ('J00947', 0.7800713423546374), ('J04773', 0.779254756784296), ('J03621', 0.7743977266374799), ('J00979', 0.7741977135343435)]"
S01091,"[('J02234', 0.8094038619221883), ('J02353', 0.7888549949840785), ('J01357', 0.7534550961373249), ('J00440', 0.7335784476081715), ('J00146', 0.7329835126958127)]"
S01092,"[('J01233', 0.850120618437294), ('J03221', 0.8156264132578425), ('J00107', 0.7335531324189823), ('J04204', 0.7085888957762005), ('J00223', 0.7072159987470069)]"
S01093,"[('J02331', 1.0000000000000002), ('J00788', 0.8960067592161893), ('J01918', 0.7623479572805771), ('J01604', 0.7615963327021446), ('J02742', 0.7606148942310185)]"
S01094,"[('J04274', 0.8937903617528641), ('J00215', 0.8672505957008143), ('J00430', 0.8654642902487161), ('J03824', 0.8170572499014038), ('J00851', 0.8020341694307288)]"
S01095,"[('J04724', 0.8197221533025911), ('J02217', 0.8183326933578745), ('J00310', 0.817032563747536), ('J02886', 0.8154274828505687), ('J00059', 0.7730558948856635)]"
S01096,"[('J01787', 0.8121704515502495), ('J00215', 0.7505704910402721), ('J00985', 0.7476031151429938), ('J04770', 0.7466524561326601), ('J03474', 0.7460671451170391)]"
S01097,"[('J04349', 1.0), ('J01363', 0.8660273662552602), ('J04619', 0.7772190526339102), ('J00647', 0.7747738884837823), ('J04681', 0.7729699715496698)]"
S01098,"[('J04363', 0.8027893176389433), ('J04213', 0.8019914399040323), ('J04739', 0.7922164302105952), ('J03378', 0.7907054943211596), ('J00086', 0.7518354051429144)]"
S01099,"[('J01986', 0.8956575348506128), ('J04450', 0.8941023714180816), ('J00793', 0.8938819899537814), ('J04638', 0.8202169394050809), ('J03852', 0.8192444942195442)]"
S01100,"[('J02963', 1.0000000000000002), ('J03463', 0.8392677888234847), ('J02971', 0.7979534527299611), ('J00603', 0.7810405119817293), ('J01938', 0.733095334773328)]"
S01101,"[('J03300', 0.8057452991892791), ('J04846', 0.775315120216527), ('J03802', 0.7724868847025066), ('J01058', 0.7704839965005639), ('J01992', 0.7626496731651903)]"
S01102,"[('J01725', 1.0000000000000002), ('J02569', 0.8206906638316961), ('J01034', 0.8187888773029572), ('J01601', 0.8183292699202663), ('J03620', 0.8011113977129161)]"
S01103,"[('J00760', 0.8646982371734391), ('J01539', 0.8194639632013041), ('J01309', 0.7517376578440284), ('J02107', 0.751145061888179), ('J00169', 0.7054561999364849)]"
S01104,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01105,"[('J00060', 0.8986602681659338), ('J00793', 0.898180652668728), ('J01553', 0.8981462374071477), ('J01252', 0.7613162468230195), ('J00837', 0.7611261152479049)]"
S01106,"[('J02312', 0.8494763161488105), ('J00390', 0.8107620412603005), ('J00860', 0.8098937165462133), ('J02788', 0.8089220348626268), ('J03881', 0.7514786733145745)]"
S01107,"[('J01333', 0.7414783419150842), ('J04278', 0.7360895558826853), ('J00021', 0.694505067225714), ('J00635', 0.6829874448120739), ('J01056', 0.6598554804644251)]"
S01108,"[('J03257', 0.7521371827295614), ('J02317', 0.713681448546342), ('J04223', 0.6897564985849668), ('J04612', 0.6763695782793736), ('J04931', 0.6757559019912286)]"
S01109,"[('J03394', 0.8513608438305392), ('J01679', 0.7990275344051669), ('J04053', 0.7423602901636644), ('J01411', 0.7406994725456255), ('J04180', 0.714518620343572)]"
S01110,"[('J01056', 0.7855714076908902), ('J00845', 0.785496474992733), ('J01960', 0.7369681816336391), ('J00373', 0.7366338299716926), ('J01592', 0.6967598872862978)]"
S01111,"[('J04681', 1.0), ('J00834', 0.8007362004035351), ('J00647', 0.8001147861004146), ('J04349', 0.7729699715496698), ('J01661', 0.733523741776231)]"
S01112,"[('J01852', 0.8291374126922745), ('J04183', 0.7307064142172227), ('J04819', 0.7307064142172227), ('J01279', 0.7299294795446385), ('J01231', 0.7276511375633182)]"
S01113,"[('J04891', 1.0000000000000002), ('J04164', 0.914052787815699), ('J00528', 0.9127144977024003), ('J01053', 0.8461402528960568), ('J04331', 0.8020276260540288)]"
S01114,"[('J02311', 1.0000000000000002), ('J03225', 0.8958987352554115), ('J00322', 0.89371973337521), ('J01004', 0.8930607913611032), ('J00904', 0.8648226535773496)]"
S01115,"[('J02748', 0.8970432628373256), ('J00460', 0.8965205809939106), ('J04756', 0.895102396332524), ('J03433', 0.8457800315643288), ('J02503', 0.8342077426906627)]"
S01116,"[('J04739', 0.8338534399849539), ('J00001', 0.7798757924104941), ('J03183', 0.7787736951887437), ('J04179', 0.7235808754624221), ('J00825', 0.708423189147089)]"
S01117,"[('J00282', 0.7551266610989549), ('J03111', 0.7522989708866558), ('J01842', 0.7153675059451358), ('J00614', 0.7143992291763138), ('J04475', 0.7136131521502774)]"
S01118,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01119,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01120,"[('J00330', 0.8311161102583136), ('J01140', 0.8189861693521641), ('J04806', 0.8180804671217778), ('J01754', 0.8142496388339904), ('J03821', 0.7704923182211225)]"
S01121,"[('J01215', 1.0), ('J00369', 0.8330350726264144), ('J03512', 0.8178982621662476), ('J00527', 0.8144271681826905), ('J00864', 0.7335381768288599)]"
S01122,"[('J01314', 0.8175136235626594), ('J03973', 0.8171026768560125), ('J02989', 0.814793019700842), ('J03077', 0.814793019700842), ('J04257', 0.7998748890190912)]"
S01123,"[('J02221', 0.8546487999942737), ('J01001', 0.7575555507024676), ('J01605', 0.7319904377155578), ('J04284', 0.7299728270434671), ('J03189', 0.7288179523814164)]"
S01124,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01125,"[('J02684', 0.8283180183577837), ('J02654', 0.8245721549969481), ('J04964', 0.7821588553637466), ('J02451', 0.7798482540182957), ('J02098', 0.7794509525152901)]"
S01126,"[('J00178', 0.7986454843074005), ('J04808', 0.7341505018702628), ('J01011', 0.7161050658486414), ('J04431', 0.680266413587414), ('J03732', 0.6800640739271607)]"
S01127,"[('J00546', 0.8492521972056377), ('J04134', 0.7699771345806883), ('J01651', 0.7693890398638757), ('J03786', 0.7566924655753217), ('J04668', 0.7566924655753217)]"
S01128,"[('J04193', 0.8456292824367502), ('J01273', 0.8260617155451522), ('J02059', 0.7986050997332877), ('J00395', 0.7986050997332877), ('J02184', 0.7741962642437792)]"
S01129,"[('J03443', 0.8160058429028175), ('J02187', 0.8160058429028175), ('J01417', 0.8160058429028175), ('J00811', 0.7733856674035561), ('J03218', 0.7331172537665435)]"
S01130,"[('J01531', 1.0), ('J02545', 0.895505401575819), ('J01591', 0.7996389553600894), ('J04786', 0.7761228504898373), ('J04884', 0.7759723772276529)]"
S01131,"[('J02989', 0.8307980197931081), ('J03077', 0.8307980197931081), ('J03922', 0.8173025632133949), ('J01829', 0.7757644327536399), ('J03326', 0.7341118589613229)]"
S01132,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01133,"[('J00873', 0.8681153291814341), ('J01011', 0.7850872512599404), ('J03869', 0.7528023238588588), ('J03251', 0.752131154213229), ('J04394', 0.7177180058847206)]"
S01134,"[('J03749', 0.8128915005424366), ('J03584', 0.7696044367417897), ('J04054', 0.7337849764172858), ('J04822', 0.731404482470006), ('J03185', 0.7120094468518285)]"
S01135,"[('J01745', 0.883093120696271), ('J04472', 0.791361740790987), ('J02185', 0.7479752079423189), ('J02520', 0.7230398179636717), ('J04091', 0.708115797159669)]"
S01136,"[('J04027', 0.7534601832140091), ('J02162', 0.7479092339726396), ('J00259', 0.7475252205181335), ('J04706', 0.7466033471120497), ('J04053', 0.7416325399161291)]"
S01137,"[('J00129', 0.8637741634367677), ('J03597', 0.7764872355265204), ('J03571', 0.708068757649796), ('J02078', 0.7079204611446432), ('J04277', 0.7078040283358787)]"
S01138,"[('J03736', 1.0000000000000002), ('J02589', 1.0000000000000002), ('J04034', 0.8000547137115404), ('J04937', 0.7591975735861387), ('J02688', 0.7571459536013645)]"
S01139,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01140,"[('J00129', 0.8660716521843126), ('J02846', 0.8635951683957448), ('J00131', 0.8625536009165249), ('J02901', 0.7729674501506978), ('J01221', 0.7729674501506978)]"
S01141,"[('J02653', 1.0000000000000002), ('J04745', 1.0000000000000002), ('J03899', 0.8015634084311858), ('J04577', 0.8015634084311858), ('J04629', 0.7517642612566592)]"
S01142,"[('J02642', 0.7523602209910343), ('J00343', 0.7505713569488994), ('J00473', 0.7505713569488994), ('J04300', 0.7463819508559747), ('J02826', 0.7454109368044493)]"
S01143,"[('J01930', 0.865583487078822), ('J01179', 0.8649297239621518), ('J03551', 0.8641817769361709), ('J04105', 0.8641817769361709), ('J01985', 0.7740238037507641)]"
S01144,"[('J04304', 0.7533004639401849), ('J04768', 0.7169526369459666), ('J02935', 0.7132586911522217), ('J03461', 0.6794894608279589), ('J04640', 0.6794737284390079)]"
S01145,"[('J04883', 0.7975023105391014), ('J03136', 0.7770666136322271), ('J00692', 0.7763127575194516), ('J00823', 0.7748276262285241), ('J01490', 0.7747215752989542)]"
S01146,"[('J00550', 1.0000000000000004), ('J04019', 1.0000000000000004), ('J04133', 0.866750471947793), ('J01139', 0.866750471947793), ('J04527', 0.866750471947793)]"
S01147,"[('J02541', 1.0000000000000002), ('J01915', 0.8563661896719458), ('J02052', 0.801850741122136), ('J04813', 0.7745538380637459), ('J03115', 0.7745538380637459)]"
S01148,"[('J01129', 0.8727994053361677), ('J03333', 0.8543353769731873), ('J02338', 0.7574674907685562), ('J00184', 0.7509810463516853), ('J00734', 0.7165211529946114)]"
S01149,"[('J03163', 0.7732791276350193), ('J03162', 0.7727943179637073), ('J00295', 0.7717798337707941), ('J04449', 0.7706917389749336), ('J04668', 0.7545648493843136)]"
S01150,"[('J02917', 1.0000000000000002), ('J04958', 1.0000000000000002), ('J04878', 0.7746578686469932), ('J03988', 0.7735078128207871), ('J03259', 0.7715167994569692)]"
S01151,"[('J00267', 0.8665174644311191), ('J00649', 0.8665174644311191), ('J01285', 0.8136773192796006), ('J01713', 0.7520484554649972), ('J02068', 0.703002817433703)]"
S01152,"[('J05000', 0.0), ('J01670', 0.0), ('J01663', 0.0), ('J01664', 0.0), ('J01665', 0.0)]"
S01153,"[('J03464', 0.8091465536170003), ('J03160', 0.7830692884476386), ('J02126', 0.7269108484489238), ('J00645', 0.7257592663149053), ('J03285', 0.7240500494718406)]"
S01154,"[('J02485', 0.8000993365600261), ('J01065', 0.7972640313536782), ('J00799', 0.777853990812754), ('J02768', 0.775848724543722), ('J02333', 0.7726359910402415)]"
S01155,"[('J00139', 0.8637290275349899), ('J03915', 0.8637290275349899), ('J00369', 0.7067100582169946), ('J01215', 0.7057687003944391), ('J02034', 0.7055982779671189)]"
S01156,"[('J01309', 1.0000000000000002), ('J00281', 0.7992254578262805), ('J00861', 0.7529416793006192), ('J02440', 0.7475549997319925), ('J04025', 0.6730973380390302)]"
